Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Indianapolis,Weekly,"2020-02-02 00:00:00",Organic,0.950000000,13359.18,220.00,931.18,0.00,12208.00,8884.17,3323.83,0.00
Jacksonville,Weekly,"2020-02-23 00:00:00",Organic,1.200000000,4239.28,32.28,220.57,0.00,3986.43,3972.98,13.45,0.00
Jacksonville,Weekly,"2020-02-16 00:00:00",Organic,1.210000000,4025.43,24.18,251.22,0.00,3750.03,3745.55,4.48,0.00
Jacksonville,Weekly,"2020-02-09 00:00:00",Organic,1.210000000,3272.68,20.88,201.55,0.00,3050.25,3006.67,43.58,0.00
Jacksonville,Weekly,"2020-02-02 00:00:00",Organic,1.210000000,3478.18,53.43,159.71,0.00,3265.04,3224.44,40.60,0.00
"Las Vegas",Weekly,"2020-02-23 00:00:00",Organic,1.560000000,13084.26,1729.19,522.84,0.00,10832.23,9379.90,1452.33,0.00
"Las Vegas",Weekly,"2020-02-16 00:00:00",Organic,1.520000000,10762.63,1020.06,442.07,0.00,9300.50,7967.26,1333.24,0.00
"Las Vegas",Weekly,"2020-02-09 00:00:00",Organic,1.510000000,11853.90,841.53,514.27,0.00,10498.10,8614.27,1883.83,0.00
"Las Vegas",Weekly,"2020-02-02 00:00:00",Organic,1.500000000,13281.81,839.84,491.28,0.00,11950.69,10546.38,1404.31,0.00
"Los Angeles",Weekly,"2020-02-23 00:00:00",Organic,1.550000000,145429.78,14161.46,1833.20,1.64,129433.48,116780.84,12652.64,0.00
"Los Angeles",Weekly,"2020-02-16 00:00:00",Organic,1.580000000,137579.08,12627.70,1950.48,1.64,122999.26,111807.22,11192.04,0.00
"Los Angeles",Weekly,"2020-02-09 00:00:00",Organic,1.570000000,131489.66,10333.65,1861.42,0.00,119294.59,86630.79,32663.80,0.00
"Los Angeles",Weekly,"2020-02-02 00:00:00",Organic,1.630000000,134778.12,8054.88,1703.18,0.00,125020.06,93396.15,31623.91,0.00
Louisville,Weekly,"2020-02-23 00:00:00",Organic,1.130000000,6232.27,0.00,811.08,0.00,5421.19,4085.48,1335.71,0.00
Louisville,Weekly,"2020-02-16 00:00:00",Organic,0.950000000,9627.89,6.06,728.00,0.00,8893.83,7024.35,1869.48,0.00
Louisville,Weekly,"2020-02-09 00:00:00",Organic,1.110000000,4776.62,0.00,877.09,0.00,3899.53,2783.85,1115.68,0.00
Louisville,Weekly,"2020-02-02 00:00:00",Organic,1.200000000,6091.23,2.40,819.84,0.00,5268.99,3102.51,2166.48,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-02-23 00:00:00",Organic,1.160000000,13396.75,465.88,0.00,0.00,12930.87,12930.87,0.00,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-02-16 00:00:00",Organic,1.160000000,11991.18,511.18,0.00,0.00,11480.00,11480.00,0.00,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-02-09 00:00:00",Organic,1.150000000,11429.08,431.30,0.00,0.00,10997.78,10997.78,0.00,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-02-02 00:00:00",Organic,1.150000000,9505.88,238.09,0.00,0.00,9267.79,9267.79,0.00,0.00
Midsouth,Weekly,"2020-02-23 00:00:00",Organic,1.380000000,215342.83,2752.42,25178.86,356.36,187055.19,152947.16,34108.03,0.00
Midsouth,Weekly,"2020-02-16 00:00:00",Organic,1.310000000,224120.49,2576.43,24438.93,419.21,196685.92,161047.35,35638.57,0.00
Midsouth,Weekly,"2020-02-09 00:00:00",Organic,1.440000000,182891.90,2140.21,25404.55,283.24,155063.90,121929.24,33134.66,0.00
Midsouth,Weekly,"2020-02-02 00:00:00",Organic,1.410000000,218102.74,1757.25,25247.20,269.18,190829.11,142734.43,48094.68,0.00
Nashville,Weekly,"2020-02-23 00:00:00",Organic,1.430000000,8874.84,31.68,1295.50,0.00,7547.66,1967.60,5580.06,0.00
Nashville,Weekly,"2020-02-16 00:00:00",Organic,1.160000000,18551.58,17.65,1373.40,0.00,17160.53,8718.29,8442.24,0.00
Nashville,Weekly,"2020-02-09 00:00:00",Organic,1.450000000,7629.47,16.45,1352.07,0.00,6260.95,1657.25,4603.70,0.00
Nashville,Weekly,"2020-02-02 00:00:00",Organic,1.520000000,12287.83,19.43,1505.38,0.00,10763.02,3521.61,7241.41,0.00
"New Orleans/Mobile",Weekly,"2020-02-23 00:00:00",Organic,1.200000000,5675.60,234.89,0.00,0.00,5440.71,4675.56,765.15,0.00
"New Orleans/Mobile",Weekly,"2020-02-16 00:00:00",Organic,1.170000000,4149.35,180.45,1.00,0.00,3967.90,3967.90,0.00,0.00
"New Orleans/Mobile",Weekly,"2020-02-09 00:00:00",Organic,1.090000000,3907.80,376.03,0.00,0.00,3531.77,3531.77,0.00,0.00
"New Orleans/Mobile",Weekly,"2020-02-02 00:00:00",Organic,1.180000000,3859.99,510.33,0.00,0.00,3349.66,3349.66,0.00,0.00
"New York",Weekly,"2020-02-23 00:00:00",Organic,1.730000000,64224.77,12479.54,11269.18,80.76,40395.29,37806.97,2584.33,3.99
"New York",Weekly,"2020-02-16 00:00:00",Organic,1.690000000,73108.12,10611.27,9052.01,632.49,52812.35,49033.00,3777.35,2.00
"New York",Weekly,"2020-02-09 00:00:00",Organic,1.670000000,73982.61,12321.59,9271.99,618.50,51770.53,47830.97,3939.56,0.00
"New York",Weekly,"2020-02-02 00:00:00",Organic,1.560000000,116908.61,23472.67,29109.39,643.48,63683.07,56726.49,6956.58,0.00
Northeast,Weekly,"2020-02-23 00:00:00",Organic,1.490000000,245585.06,19123.45,26161.51,70.99,200229.11,163076.58,37149.02,3.51
Northeast,Weekly,"2020-02-16 00:00:00",Organic,1.540000000,244926.53,17120.34,22620.48,554.85,204630.86,162738.88,41890.23,1.75
Northeast,Weekly,"2020-02-09 00:00:00",Organic,1.500000000,252616.77,19534.09,24363.90,550.33,208168.45,166353.43,41815.02,0.00
Northeast,Weekly,"2020-02-02 00:00:00",Organic,1.460000000,293338.83,33369.92,44997.42,568.70,214402.79,179502.43,34900.36,0.00
"Northern New England",Weekly,"2020-02-23 00:00:00",Organic,1.580000000,26148.91,81.33,486.11,0.00,25581.47,12131.78,13449.69,0.00
"Northern New England",Weekly,"2020-02-16 00:00:00",Organic,1.590000000,25187.04,38.76,716.09,0.00,24432.19,12454.30,11977.89,0.00
"Northern New England",Weekly,"2020-02-09 00:00:00",Organic,1.450000000,31341.93,53.69,809.07,0.00,30479.17,12526.64,17952.53,0.00
"Northern New England",Weekly,"2020-02-02 00:00:00",Organic,1.620000000,21289.77,13.21,652.40,0.00,20624.16,13547.31,7076.85,0.00
Orlando,Weekly,"2020-02-23 00:00:00",Organic,1.130000000,10490.36,76.74,0.00,0.00,10413.62,10413.62,0.00,0.00
Orlando,Weekly,"2020-02-16 00:00:00",Organic,1.130000000,10033.87,84.98,0.00,0.00,9948.89,9948.89,0.00,0.00
Orlando,Weekly,"2020-02-09 00:00:00",Organic,1.100000000,9073.84,89.40,0.00,0.00,8984.44,8984.44,0.00,0.00
Orlando,Weekly,"2020-02-02 00:00:00",Organic,1.120000000,9227.62,51.78,1.40,0.00,9174.44,9174.44,0.00,0.00
Philadelphia,Weekly,"2020-02-23 00:00:00",Organic,1.460000000,27722.83,1871.18,3738.54,0.00,22113.11,19773.24,2339.87,0.00
Philadelphia,Weekly,"2020-02-16 00:00:00",Organic,1.460000000,28225.43,1660.22,3159.74,0.00,23405.47,20384.23,3021.24,0.00
Philadelphia,Weekly,"2020-02-09 00:00:00",Organic,1.420000000,29242.39,1471.27,3148.61,0.00,24622.51,21039.74,3582.77,0.00
Philadelphia,Weekly,"2020-02-02 00:00:00",Organic,1.340000000,34499.33,2150.30,2992.09,0.00,29356.94,25725.88,3631.06,0.00
Phoenix/Tucson,Weekly,"2020-02-23 00:00:00",Organic,1.470000000,27420.71,3715.63,879.99,0.00,22825.09,19114.34,3710.75,0.00
Phoenix/Tucson,Weekly,"2020-02-16 00:00:00",Organic,1.450000000,23743.90,3071.59,1013.81,0.00,19658.50,16838.54,2819.96,0.00
Phoenix/Tucson,Weekly,"2020-02-09 00:00:00",Organic,1.410000000,27745.07,2950.91,923.11,0.00,23871.05,19922.45,3948.60,0.00
Phoenix/Tucson,Weekly,"2020-02-02 00:00:00",Organic,1.470000000,24152.99,2343.98,906.30,0.00,20902.71,17626.31,3276.40,0.00
Pittsburgh,Weekly,"2020-02-23 00:00:00",Organic,1.220000000,17647.19,1370.06,6.68,0.00,16270.45,16270.45,0.00,0.00
Pittsburgh,Weekly,"2020-02-16 00:00:00",Organic,1.140000000,17839.59,1479.01,14.92,0.00,16345.66,16345.66,0.00,0.00
Pittsburgh,Weekly,"2020-02-09 00:00:00",Organic,1.140000000,17584.98,1765.06,11.55,0.00,15808.37,15808.37,0.00,0.00
Pittsburgh,Weekly,"2020-02-02 00:00:00",Organic,1.100000000,17434.83,2645.80,26.31,0.00,14762.72,14762.72,0.00,0.00
Plains,Weekly,"2020-02-23 00:00:00",Organic,1.230000000,87115.30,23391.18,6201.29,4.32,57518.51,47047.80,10470.71,0.00
Plains,Weekly,"2020-02-16 00:00:00",Organic,1.260000000,60684.20,4431.52,3874.12,0.00,52378.56,46002.68,6375.88,0.00
Plains,Weekly,"2020-02-09 00:00:00",Organic,1.270000000,58709.62,3854.76,4019.97,4.32,50830.57,44320.15,6510.42,0.00
Plains,Weekly,"2020-02-02 00:00:00",Organic,1.350000000,59997.11,3644.97,4739.43,6.47,51606.24,42100.55,9505.69,0.00
Portland,Weekly,"2020-02-23 00:00:00",Organic,1.660000000,48059.05,176.73,8090.32,3.48,39788.52,19554.96,20233.56,0.00
Portland,Weekly,"2020-02-16 00:00:00",Organic,1.810000000,43391.05,118.89,6821.83,0.00,36450.33,14499.12,21947.32,3.89
Portland,Weekly,"2020-02-09 00:00:00",Organic,1.610000000,50823.48,92.72,6031.41,3.49,44695.86,19725.42,24931.67,38.77
Portland,Weekly,"2020-02-02 00:00:00",Organic,1.430000000,47644.78,151.70,6370.82,0.00,41122.26,14268.34,26853.92,0.00
Raleigh/Greensboro,Weekly,"2020-02-23 00:00:00",Organic,1.850000000,19130.62,1074.87,3172.90,167.37,14715.48,11892.03,2823.45,0.00
Raleigh/Greensboro,Weekly,"2020-02-16 00:00:00",Organic,1.830000000,17601.98,993.29,2885.90,186.85,13535.94,11752.98,1782.96,0.00
Raleigh/Greensboro,Weekly,"2020-02-09 00:00:00",Organic,1.880000000,17134.71,839.22,3048.42,122.98,13124.09,10683.38,2440.71,0.00
Raleigh/Greensboro,Weekly,"2020-02-02 00:00:00",Organic,1.880000000,18209.86,571.91,2827.96,103.54,14706.45,11290.25,3416.20,0.00
Richmond/Norfolk,Weekly,"2020-02-23 00:00:00",Organic,1.310000000,18556.66,6.65,1736.85,2.66,16810.50,15547.10,1263.40,0.00
Richmond/Norfolk,Weekly,"2020-02-16 00:00:00",Organic,1.440000000,15755.67,16.64,1394.75,21.29,14322.99,13074.93,1248.06,0.00
Richmond/Norfolk,Weekly,"2020-02-09 00:00:00",Organic,1.500000000,14300.25,26.86,1494.90,11.90,12766.59,10839.77,1926.82,0.00
Richmond/Norfolk,Weekly,"2020-02-02 00:00:00",Organic,1.610000000,16148.26,57.98,1683.14,14.66,14392.48,11414.75,2977.73,0.00
Roanoke,Weekly,"2020-02-23 00:00:00",Organic,1.130000000,12891.99,21.51,1172.05,0.00,11698.43,8821.09,2877.34,0.00
Roanoke,Weekly,"2020-02-16 00:00:00",Organic,1.070000000,12926.94,11.53,1291.88,0.00,11623.53,9144.67,2478.86,0.00
Roanoke,Weekly,"2020-02-09 00:00:00",Organic,1.220000000,10283.75,22.97,1219.21,0.00,9041.57,5969.52,3072.05,0.00
Roanoke,Weekly,"2020-02-02 00:00:00",Organic,1.280000000,13128.54,7.29,1382.08,0.00,11739.17,6944.78,4794.39,0.00
Sacramento,Weekly,"2020-02-23 00:00:00",Organic,1.740000000,19064.89,2924.27,3819.91,0.00,12320.71,12314.43,6.28,0.00
Sacramento,Weekly,"2020-02-16 00:00:00",Organic,1.790000000,17858.11,2162.97,2375.44,0.00,13319.70,13302.39,17.31,0.00
Sacramento,Weekly,"2020-02-09 00:00:00",Organic,1.730000000,18931.78,2940.38,2744.48,0.00,13246.92,13229.58,17.34,0.00
Sacramento,Weekly,"2020-02-02 00:00:00",Organic,1.700000000,17145.13,1498.08,2666.93,0.00,12980.12,12972.25,7.87,0.00
"San Diego",Weekly,"2020-02-23 00:00:00",Organic,1.620000000,33326.76,877.33,1078.28,0.00,31371.15,26834.44,4536.71,0.00
"San Diego",Weekly,"2020-02-16 00:00:00",Organic,1.610000000,31403.90,836.62,1034.59,0.00,29532.69,26813.03,2719.66,0.00
"San Diego",Weekly,"2020-02-09 00:00:00",Organic,1.650000000,31907.27,830.27,876.59,0.00,30200.41,19482.77,10717.64,0.00
"San Diego",Weekly,"2020-02-02 00:00:00",Organic,1.810000000,34872.98,768.02,908.60,0.00,33196.36,21552.23,11644.13,0.00
"San Francisco",Weekly,"2020-02-23 00:00:00",Organic,2.030000000,62746.36,8835.59,7960.51,0.00,45950.26,45897.75,52.51,0.00
"San Francisco",Weekly,"2020-02-16 00:00:00",Organic,2.070000000,62205.75,6872.29,5683.01,0.00,49650.45,49546.97,103.48,0.00
"San Francisco",Weekly,"2020-02-09 00:00:00",Organic,1.960000000,64805.27,3616.39,5596.23,0.00,55592.65,55452.14,140.51,0.00
"San Francisco",Weekly,"2020-02-02 00:00:00",Organic,1.850000000,66734.09,3018.71,5531.09,0.00,58184.29,58051.11,133.18,0.00
Seattle,Weekly,"2020-02-23 00:00:00",Organic,1.550000000,108460.10,416.31,18165.99,58.81,89818.99,8114.49,81631.73,72.77
Seattle,Weekly,"2020-02-16 00:00:00",Organic,1.490000000,91931.99,238.39,13444.72,2.68,78246.20,10315.02,67931.18,0.00
Seattle,Weekly,"2020-02-09 00:00:00",Organic,1.370000000,110615.44,419.35,13510.21,10.72,96675.16,14514.68,82056.28,104.20
Seattle,Weekly,"2020-02-02 00:00:00",Organic,1.370000000,120818.85,339.39,16581.69,16.02,103881.75,8738.52,94994.91,148.32
"South Carolina",Weekly,"2020-02-23 00:00:00",Organic,1.650000000,16659.71,504.81,3111.41,95.73,12947.76,4437.28,8510.48,0.00
"South Carolina",Weekly,"2020-02-16 00:00:00",Organic,1.520000000,18796.53,464.08,3028.68,79.17,15224.60,5305.05,9919.55,0.00
"South Carolina",Weekly,"2020-02-09 00:00:00",Organic,1.610000000,16831.67,489.69,3103.73,54.23,13184.02,3400.35,9783.67,0.00
"South Carolina",Weekly,"2020-02-02 00:00:00",Organic,1.640000000,17845.20,483.71,3126.46,66.55,14168.48,5682.00,8486.48,0.00
"South Central",Weekly,"2020-02-23 00:00:00",Organic,1.320000000,138677.23,2992.23,2334.50,5275.53,128074.97,101845.50,26229.47,0.00
"South Central",Weekly,"2020-02-16 00:00:00",Organic,1.250000000,156634.11,14733.01,1845.39,2987.43,137068.28,106912.54,30155.74,0.00
"South Central",Weekly,"2020-02-09 00:00:00",Organic,1.300000000,133497.15,21172.36,1540.62,3230.04,107554.13,75762.41,31791.72,0.00
"South Central",Weekly,"2020-02-02 00:00:00",Organic,1.330000000,126275.95,21165.12,1672.22,2881.51,100557.10,69423.97,31133.13,0.00
Southeast,Weekly,"2020-02-23 00:00:00",Organic,1.280000000,133372.42,1758.36,10387.69,108.18,121118.19,95971.05,25147.14,0.00
Southeast,Weekly,"2020-02-16 00:00:00",Organic,1.190000000,138225.74,1677.29,9990.98,83.42,126474.05,103560.20,22913.85,0.00
Southeast,Weekly,"2020-02-09 00:00:00",Organic,1.280000000,111686.73,1604.10,10304.26,57.16,99721.21,77005.20,22716.01,0.00
Southeast,Weekly,"2020-02-02 00:00:00",Organic,1.380000000,123768.73,1605.92,11410.98,71.80,110680.03,74168.87,36511.16,0.00
Spokane,Weekly,"2020-02-23 00:00:00",Organic,1.810000000,5167.17,15.13,652.96,0.00,4499.08,2726.14,1772.94,0.00
Spokane,Weekly,"2020-02-16 00:00:00",Organic,1.820000000,5762.91,17.25,765.61,0.00,4980.05,2727.54,2252.51,0.00
Spokane,Weekly,"2020-02-09 00:00:00",Organic,1.500000000,6321.06,15.18,780.62,0.00,5525.26,2819.58,2705.68,0.00
Spokane,Weekly,"2020-02-02 00:00:00",Organic,1.560000000,5512.70,21.47,783.62,0.00,4707.61,1651.84,3055.77,0.00
"St. Louis",Weekly,"2020-02-23 00:00:00",Organic,1.240000000,23426.60,14609.59,2804.60,8.56,6003.85,3318.99,2684.86,0.00
"St. Louis",Weekly,"2020-02-16 00:00:00",Organic,1.790000000,4634.25,1077.27,822.54,0.00,2734.44,2734.44,0.00,0.00
"St. Louis",Weekly,"2020-02-09 00:00:00",Organic,1.820000000,5097.36,833.90,1175.21,0.00,3088.25,2966.67,121.58,0.00
"St. Louis",Weekly,"2020-02-02 00:00:00",Organic,2.110000000,6837.84,1075.04,1390.30,0.00,4372.50,2471.11,1901.39,0.00
Syracuse,Weekly,"2020-02-23 00:00:00",Organic,1.210000000,5302.14,81.80,113.14,0.00,5107.20,2757.44,2349.76,0.00
Syracuse,Weekly,"2020-02-16 00:00:00",Organic,1.450000000,3824.42,135.39,153.53,0.00,3535.50,1158.10,2377.40,0.00
Syracuse,Weekly,"2020-02-09 00:00:00",Organic,1.470000000,3898.57,249.02,124.68,0.00,3524.87,2085.83,1439.04,0.00
Syracuse,Weekly,"2020-02-02 00:00:00",Organic,1.300000000,3754.61,422.56,112.81,0.00,3219.24,1793.96,1425.28,0.00
Tampa,Weekly,"2020-02-23 00:00:00",Organic,1.140000000,9516.62,162.88,0.00,0.00,9353.74,9353.74,0.00,0.00
Tampa,Weekly,"2020-02-16 00:00:00",Organic,1.150000000,9532.04,159.60,0.00,0.00,9372.44,9372.44,0.00,0.00
Tampa,Weekly,"2020-02-09 00:00:00",Organic,1.130000000,8041.47,123.70,0.00,0.00,7917.77,7917.77,0.00,0.00
Tampa,Weekly,"2020-02-02 00:00:00",Organic,1.150000000,8706.35,175.24,0.00,0.00,8531.11,8531.11,0.00,0.00
"Total U.S.",Weekly,"2020-02-23 00:00:00",Organic,1.410000000,1871904.09,105003.23,150837.39,6789.04,1609225.47,1298135.07,311012.52,77.88
"Total U.S.",Weekly,"2020-02-16 00:00:00",Organic,1.440000000,1732031.05,87183.78,127566.95,4814.60,1512340.96,1216659.79,295664.17,17.00
"Total U.S.",Weekly,"2020-02-09 00:00:00",Organic,1.430000000,1707021.21,92588.79,138334.93,5031.51,1471034.45,1122901.88,347950.71,181.86
"Total U.S.",Weekly,"2020-02-02 00:00:00",Organic,1.390000000,1880070.18,102256.45,164462.50,4846.62,1608494.46,1196781.92,411511.17,201.37
West,Weekly,"2020-02-23 00:00:00",Organic,1.580000000,357405.93,15309.87,36828.78,965.76,304301.52,170586.64,133640.51,74.37
West,Weekly,"2020-02-16 00:00:00",Organic,1.600000000,327231.33,13718.55,30742.10,760.25,282010.43,161211.27,120783.91,15.25
West,Weekly,"2020-02-09 00:00:00",Organic,1.470000000,384422.48,16993.11,30148.27,906.42,336374.68,195596.26,140596.56,181.86
West,Weekly,"2020-02-02 00:00:00",Organic,1.400000000,406502.88,18069.67,34000.76,1048.97,353383.48,197149.25,156032.86,201.37
"West Tex/New Mexico",Weekly,"2020-02-23 00:00:00",Organic,1.500000000,23908.87,1062.61,633.13,2485.54,19727.59,17774.63,1952.96,0.00
"West Tex/New Mexico",Weekly,"2020-02-16 00:00:00",Organic,1.400000000,23521.60,1015.18,506.34,1948.29,20051.79,17795.91,2255.88,0.00
"West Tex/New Mexico",Weekly,"2020-02-09 00:00:00",Organic,1.440000000,23598.85,1025.07,505.47,2111.40,19956.91,17814.72,2142.19,0.00
"West Tex/New Mexico",Weekly,"2020-02-02 00:00:00",Organic,1.450000000,22561.81,850.70,571.24,2154.49,18985.38,17287.37,1698.01,0.00
